permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,total_new_add_footage,total_job_valuation,dd,legal_description,lat,lng
2015-142823 BP,R- 101 Single Family Houses,New,4907 MENDOZA DR,12/8/2015,New SFR 2100 SF two story with two car garage of 456SF.  Wood construction with asphalt roof & slab on grade foundation,Active,2794,150000,1,Lot: 6 Block: 6 Subdivision: CHERNOSKY SUBDN NO 8,30.27309388,-97.68660504
2015-047862 BP,R- 103 Two Family Bldgs,New,1902 NEW YORK AVE,4/28/2015,"New 2-story duplex, covered porch and balcony.",Active,3972,307500,2,0.1738AC OF LOT 2 BLK 16 OLT 58 DIV B FOSTER SUBD,30.27312654,-97.71941547
2015-047863 BP,R- 330 Accessory Use to Primary,New,1902 NEW YORK AVE,4/28/2015,New detached garage at rear of duplex.,Active,448,22500,1,0.1738AC OF LOT 2 BLK 16 OLT 58 DIV B FOSTER SUBD,30.27312654,-97.71941547
2015-137695 BP,C- 105 Five or More Family Bldgs,New,908 NUECES ST,12/17/2015,New Construction Multi-Family with Parking Garage,Active,57004,4800000,32,LOT 5 & E 31 FT OF LOT 6 BLOCK 106 ORIGINAL CITY,30.27318,-97.747405
2015-057804 BP,R- 101 Single Family Houses,New,9101 TALL SKY TRCE,5/14/2015,"New 1-story single-family residence, attached garage, covered entry porch. **VOL BUILD PROJECT**",Active,2133,120990,1,Lot: 1 Block: B Subdivision: WOODLANDS SECTION 1; THE (SMART HOUSING),30.27319197,-97.63377768
2015-071826 BP,R- 330 Accessory Use to Primary,New,1201 E 13TH ST,6/16/2015,"Permitting a detached 1-story accessory structure built without a permit. Arch floor plan does not indicate that there is a sink outside of the full bathroom. If there is, a BOA variance will need to be sought.",Active,274.2,4000,1,"Lot: 10 Block: 1 Subdivision: JAMES O'REILLY SUBDIVISION OF OUTLOT NO. 38, IN DIVISION B",30.2732466,-97.72774118
2015-071826 BP,R- 330 Accessory Use to Primary,New,1201 E 13TH ST,6/16/2015,"Permitting a detached 1-story accessory structure built without a permit. Arch floor plan does not indicate that there is a sink outside of the full bathroom. If there is, a BOA variance will need to be sought.",Active,274.2,4000,1,"Lot: 10 Block: 1 Subdivision: JAMES O'REILLY SUBDIVISION OF OUTLOT NO. 38, IN DIVISION B",30.2732466,-97.72774118
2015-071827 BP,R- 329 Res Structures Other Than Bldg,New,1201 E 13TH ST,6/16/2015,New inground swimming pool.,Active,190,20000,1,"Lot: 10 Block: 1 Subdivision: JAMES O'REILLY SUBDIVISION OF OUTLOT NO. 38, IN DIVISION B",30.2732466,-97.72774118
2015-071827 BP,R- 329 Res Structures Other Than Bldg,New,1201 E 13TH ST,6/16/2015,New inground swimming pool.,Active,190,20000,1,"Lot: 10 Block: 1 Subdivision: JAMES O'REILLY SUBDIVISION OF OUTLOT NO. 38, IN DIVISION B",30.2732466,-97.72774118
2015-017773 BP,R- 101 Single Family Houses,New,2816 OAK SPRINGS DR,2/27/2015,"Single family residence 2 story; 3 bedrms, 2 bathrms.",Active,1816,160000,1,0.1722 AC OF OLT 14 DIVISION B,30.27324961,-97.70175166
2015-017774 BP,R- 438 Residential Garage/Carport Addn,New,2816 OAK SPRINGS DR,2/27/2015,Detached carport.,Active,385,15000,1,0.1722 AC OF OLT 14 DIVISION B,30.27324961,-97.70175166
2015-017775 BP,R- 102 Secondary Apartment,New,2816 OAK SPRINGS DR,2/27/2015,"2 story secondary apartment; 2 bedrms, 2bathrms.",Active,923,125000,1,0.1722 AC OF OLT 14 DIVISION B,30.27324961,-97.70175166
2015-040694 BP,R- 438 Residential Retaining Wall,New,2816 OAK SPRINGS DR,4/10/2015,New retaining wall,Active,,2500,,0.1722 AC OF OLT 14 DIVISION B,30.27324961,-97.70175166
2015-073905 BP,R- 101 Single Family Houses,New,1207 E 13TH ST,6/25/2015,"New single family residential 3 bedroom, 3 baths, garage & carport.",Active,4066,245000,1,"Lot: 7 Block: 1 Subdivision: JAMES O'REILLY SUBDIVISION OF OUTLOT NO. 38, IN DIVISION B",30.27333963,-97.72717622
2015-103615 BP,R- 102 Secondary Apartment,New,2206 NEW YORK AVE,10/29/2015,new garage apartment at rear of existing sf res,Active,1271,136500,1,Lot: 4 Block: 13 Subdivision: F. B. FOSTER SUBDIVISION,30.27352473,-97.7161512
2015-107817 BP,R- 101 Single Family Houses,New,9009 TALL SKY TRCE,9/8/2015,"New 1-story single-family residence, attached garage, covered porch and patio. **VOL BUILD PROJECT**",Active,2039,127990,1,Lot: 3 Block: Subdivision: WOODLANDS SECTION 1; THE (SMART HOUSING),30.27360316,-97.63408471
2015-083289 BP,R- 101 Single Family Houses,New,9001 TALL SKY TRCE,7/13/2015,"New 1-story single-family residence, attached garage, covered porch and patio. **VOL BUILD PROJECT**",Active,2049,127990,1,Lot: 4 Block: Subdivision: WOODLANDS SECTION 1; THE (SMART HOUSING),30.27374461,-97.63416942
2015-077798 BP,R- 103 Two Family Bldgs,New,4702 LEDESMA RD,7/1/2015,"New 2 story duplex; 6 bedrooms, 5 bathrooms, 2 garages, covered patio/porch area.",Active,4255,150000,2,Lot: 6 Block: 1 Subdivision: CHERNOSKY SUBDIVISION NO. 7,30.27378089,-97.68910853
2015-097932 BP,R- 101 Single Family Houses,New,1204 E 13TH ST,8/26/2015,"New 2-story single family residence with exempt habitable attic to have (3) bedrooms, (2.5) bathrooms, covered front porch, screened side porch & adjacent covered patio with covered roof deck above and spiral staircase to the attic level deck that is not accessible from the attic, rear screened porch with covered deck above, and an attached 1-car garage.",Active,2910.3,175000,1,N 40' OF E 27' & S 90' OF E 27' OF LOT 2 & W 23' OF LOT 3 BLK 6 OLT 38 DIV B OREILLY JAMES,30.27382464,-97.72754565
2015-147459 BP,R- 101 Single Family Houses,New,1170 PANDORA ST,12/16/2015,**COC**new 2 story 4 bedroom 2.5 bathroom sing fam res,Active,2845,150000,1,LOT 14&15 BLK A OLT 14 DIV B HOMEWOOD HEIGHTS,30.273841,-97.706254
2013-096776 BP,R- 438 Residential Garage/Carport Addn,New,2802 CREST AVE,8/20/2015,New construction of detached carport (190sf).,Final,190,1800,1,LOT 23 BLK C OLT 14 DIV B HOMEWOOD HEIGHTS,30.27386874,-97.70316699
2013-096777 BP,R- 438 Residential Garage/Carport Addn,New,2802 CREST AVE,8/20/2015,New construction of detached carport (190sf).,Final,190,1800,1,LOT 23 BLK C OLT 14 DIV B HOMEWOOD HEIGHTS,30.27386874,-97.70316699
2015-103858 BP,R- 101 Single Family Houses,New,9008 TALL SKY TRCE,8/27/2015,"New 1-story single-family residence, attached garage, covered porch and patio. **VOL BUILD PROJECT**",Active,2362,139990,1,Lot: 7 Block: Subdivision: WOODLANDS SECTION 1; THE (SMART HOUSING),30.27393516,-97.63374375
2015-097933 BP,R- 102 Secondary Apartment,New,1205 BOB HARRISON,9/10/2015,"New secondary apartment with (2) bedrooms, (2) bathrooms, 1st floor screened porch, 2nd floor uncovered roof deck, 2nd floor covered roof deck and an attached 1-car garage.",Active,1457.6,100000,1,N 40' OF E 27' & S 90' OF E 27' OF LOT 2 & W 23' OF LOT 3 BLK 6 OLT 38 DIV B OREILLY JAMES,30.27393784,-97.72756576
2014-137033 BP,R- 103 Two Family Bldgs,New,1179 PANDORA ST,2/13/2015,**COC**new construction of a 6 bedroom 5 bathroom 2 story duplex with an attached carport for each side,Active,3509,350000,2,LOT 5 BLK B OLT 14 DIV B HOMEWOOD HEIGHTS,30.27407887,-97.7055993
2015-130641 BP,R- 103 Two Family Bldgs,New,4600 LEDESMA RD,10/30/2015,"New 2-story duplex.  Each unit is to have (3) bedrooms, (2.5) bathrooms, covered front porch, 1-car attached garage, side covered porch and 2nd floor uncovered wood deck off the den.  Springdale Rd unit has a covered rear porch.",Active,4725,445000,2,Lot: 1 Block: 1 Subdivision: CHERNOSKY SUBDIVISION NO. 7,30.27408332,-97.68990274
2015-119634 BP,R- 101 Single Family Houses,New,9000 TALL SKY TRCE,10/2/2015,"New 1-story single-family residence, attached garage, covered porch and patio. **VOL BUILD PROJECT**",Active,2049,127990,1,Lot: 5 Block: Subdivision: WOODLANDS SECTION 1; THE (SMART HOUSING),30.27412453,-97.63393875
2015-067179 BP,"C- 324 Office, Bank & Professional Bldgs",New,1604 W 5TH ST BLDG 1,8/3/2015,New ATM Kiosks for existing Financial Services,Active,35,50000,1,LOT 14-16 BLK 1 GRAHAM R NILES ADDN,30.27425037,-97.76358895
2015-067180 BP,"C- 324 Office, Bank & Professional Bldgs",New,1604 W 5TH ST BLDG 2,8/3/2015,New ATM Kiosks for existing Financial Services,Active,35,50000,1,LOT 14-16 BLK 1 GRAHAM R NILES ADDN,30.27425037,-97.76358895
2015-082107 BP,"C- 324 Office, Bank & Professional Bldgs",New,416 W 11TH ST,7/13/2015,New 7-Story Admin/Bus/Prof Office Building with below grade Parking Garage (3-1/2 Levels).,Active,125007,35000000,1,LOT 1 BLOCK 133 ORIGINAL CITY,30.27430407,-97.7451589
2015-063889 BP,C- 106 Mixed Use,New,1212 CHICON ST,5/29/2015,"New Mixed Use Building: Multi-Family Apts (17130sf), Covered Parking (6002sf), Roof deck (869sf) and Shell lease space (4763sf)",Active,27895,2533000,15,Lot: 5 Block: Subdivision: C. R. JOHNS SUBDIVISION,30.27437484,-97.72023349
2015-116322 BP,R- 102 Secondary Apartment,New,1210 BOB HARRISON,10/2/2015,"New carport and secondary apartment. 2 additional bathrooms, 1 bedroom.",Active,1786,68000,1,Lot: 4 Block: 7 Subdivision: JAMES OREILLYS SUBDIVISION RESUB OF LOTS 1-4 BLK 7,30.27438927,-97.72726275
2015-037816 BP,R- 101 Single Family Houses,New,1123 MANSELL AVE,4/8/2015,"New single fam res; 2 bedrms, 1 bath.",Active,872,65000,1,N 0.1610 A OF LOT 10 BLK 5 CHERNOSKY NO 8,30.27449273,-97.68708557
2015-086320 BP,R- 330 Accessory Use to Primary,New,1604 E 13TH ST UNIT B,8/12/2015,Detached accessory for storage use ONLY! The structure cannot be used for a dwelling unit without the proper review and permits.,Active,988,10000,1,E 15' OF LOT 2 *& W 35' OF LOT 3 BLK 7 OLT 36 DIV B JOHNS C R SUBD,30.27459647,-97.72257928
2015-043753 BP,R- 330 Accessory Use to Primary,New,1102 W 9TH ST,4/17/2015,detached rear pool house,Active,964,20000,1,Lot: 23 Block: Subdivision: SILLIMAN SUBD,30.274661,-97.753923
2015-143277 BP,R- 101 Single Family Houses,New,1213 ELEANOR ST,12/8/2015,New SFR 2160SF two story with one car garage of 262 SF.  Wood construction with asphalt roof & slab on grade foundation.,Active,2701,150000,1,Lot: 40 Block: 3 Subdivision: LINCOLN GARDENS  SEC 1,30.27473761,-97.67932367
2015-058355 BP,R- 101 Single Family Houses,New,2009 E 13TH ST,6/18/2015,"New 2 story single family residence 3 bedrooms, 2 baths.",Active,1697,225000,1,Lot: 6 Block: Subdivision: HABICHTS SUBDIVISION,30.274779,-97.718228
2015-058356 BP,R- 102 Secondary Apartment,New,2009 E 13TH ST,6/18/2015,"New secondary dwelling unit. 1 bedroom, 1 bath, 2 car garage",Active,509,100000,1,Lot: 6 Block: Subdivision: HABICHTS SUBDIVISION,30.274779,-97.718228
2015-083612 BP,R- 101 Single Family Houses,New,1215 ELEANOR ST,7/13/2015,new 3 bedroom 2 bathroom 1 story sing fam res,Active,1191,55000,1,Lot: 41 Block: 3 Subdivision: LINCOLN GARDENS SEC 1,30.27489455,-97.67939578
2015-149808 BP,R- 329 Res Structures Other Than Bldg ,New,1717 CAMP CRAFT RD,12/18/2015,Inground swimming pool & spa w/ req'd enclosure device for existing SF res.,Active,499,60000,0,Lot: 6B Block: Subdivision: MCMILLON ACRES,30.274907,-97.8239399
2015-063888 BP,C- 106 Mixed Use,New,1301 CHICON ST,5/29/2015,"New Mixed Use Building: Multi-Family Apts (16791sf), Covered Parking (6511sf), Roof deck (656sf) and Shell lease space (3930sf)",Active,27688,2533000,13,Lot: 1 Block: 8 Subdivision: HABICHTS SUBDIVISION,30.27494559,-97.71985148
2015-012397 BP,R- 101 Single Family Houses,New,1202 SINGLETON AVE,2/23/2015,New 2 story sf res. Attached awning-style 1 car carport.,Active,1812,140000,1,Lot: 5 Block: Subdivision: GLENWOOD ADDN 1904,30.2749896,-97.71422144
2015-029281 BP,R- 102 Secondary Apartment,New,1005 E 15TH ST,4/29/2015,"New constuction of a two-story secondary apartment per LDC 25-2-1463 having 1 bedroom and 2 bathrooms with attached ground floor screened porch, second floor screened porch and uncovered balcony, and a roof top deck/balcony. The roof deck will be accessed via uncovered exterior stairs from the 2nd floor.",Active,1961,100000,1,Lot: 9 Block: Subdivision: OUTLOT 42 DIVISION B,30.27517957,-97.72906821
2015-103059 BP,R- 101 Single Family Houses,New,2301 E 13TH ST,8/31/2015,"Urban Home. New 2-story single family residential 2 bedrooms, 2.5 baths.",Active,2052,150000,1,LOT 12 *LESS W 15' & N 5' BLK 21 OLT 32&33 DIV B GLENWOOD ADDN,30.27527845,-97.71594062
2015-103060 BP,R- 330 Accessory Use to Primary,New,2301 E 13TH ST,8/31/2015,"Accessory structure 1 bedroom, 1 bath, 2 car garage.",Active,1046,75000,0,LOT 12 *LESS W 15' & N 5' BLK 21 OLT 32&33 DIV B GLENWOOD ADDN,30.27527845,-97.71594062
2015-012830 BP,C- 329 Com Structures Other Than Bldg,New,1207 W 9TH ST,2/5/2015,Install New Fountain on Commercial Site for Residence,Final,400,3700,0,,30.2752946,-97.75629689
2015-069093 BP,R- 101 Single Family Houses,New,1211 MAPLE AVE,7/21/2015,New construction of two-story single-family residence per LDC 25-2-1444 (Cottage Regulations - adotpted by the Chesnut NP) having 3 bedrooms and 2.5 bathrooms with attached porches.,Active,1619,80000,1,LOT 10 & 11 BLK 22 OLT 32&33 DIV B GLENWOOD ADDN,30.27531121,-97.71486613
2015-069094 BP,R- 438 Residential Garage/Carport Addn,New,1211 MAPLE AVE,7/21/2015,"New construction of a two-story garage with second floor studio area, bar, storage area, and full bathroom. No sink allowed outside of full bathroom. As approved and permitted - this is not a dwelling unit per CI2010-004.",Active,1110,40000,1,LOT 10 & 11 BLK 22 OLT 32&33 DIV B GLENWOOD ADDN,30.27531121,-97.71486613
2015-069041 BP,R- 101 Single Family Houses,New,1213 MAPLE AVE,7/21/2015,New construction of two-story single-family residence per LDC 25-2-1444 (Cottage Regulations - adotpted by the Chesnut NP) having 3 bedrooms and 2.5 bathrooms with attached carport and porches.,Active,2232,120000,1,LOT 12 BLK 22 OLT 32&33 DIV B GLENWOOD ADDN,30.27539732,-97.71487435
2015-036496 BP,R- 101 Single Family Houses,New,5529 JACKIE ROBINSON ST,4/2/2015,"New sf home; 3 bedrms,2 bathrms, with conc drive.",Active,4635,100000,1,Lot: 1 Block: Subdivision: BOLDEN'S PLACE,30.275433,-97.676956
2015-087621 BP,R- 101 Single Family Houses,New,1215 MAPLE AVE,7/23/2015,New construction of two-story single-family residence per LDC 25-2-1444 (Cottage Regulations - adotpted by the Chesnut NP) having 3 bedrooms and 2.5 bathrooms with attached porches.,Active,1769,80000,1,LOT 12 BLK 22 OLT 32&33 DIV B GLENWOOD ADDN,30.27546563,-97.71490815
2015-087622 BP,R- 438 Residential Garage/Carport Addn,New,1215 MAPLE AVE,7/23/2015,"New construction of a two-story garage with second floor studio area, bar, storage area, and full bathroom. No sink allowed outside of full bathroom. As approved and permitted - this is not a dwelling unit per CI2010-004.",Active,1061,40000,1,LOT 12 BLK 22 OLT 32&33 DIV B GLENWOOD ADDN,30.27546563,-97.71490815
2015-019154 BP,R- 101 Single Family Houses,New,1803 E 14TH ST,3/20/2015,"New 2-story single family residence with (3) bedrooms, (2.5) bathrooms, front covered porch, 2nd floor balcony and attached 2-car carport with alley access.",Active,2577.4,117000,1,LOT 7A C R JOHNS SUBD RESUB OF LOT 7 & PT OF LOT 6 BLK 5,30.27546709,-97.72089846
2015-030606 BP,R- 103 Two Family Bldgs,New,1805 E 14TH ST,3/20/2015,"New 2-story duplex with habitable attic and roof deck. Each unit to have (3) bedrooms, (2.5) bathrooms, ground floor study, front porch, and rear porch.",Active,4505.66,160000,2,LOT 6A C R JOHNS SUBD RESUB OF LOT 7 & PT OF LOT 6 BLK 5,30.27548109,-97.72076457
2015-030607 BP,R- 438 Residential Garage/Carport Addn,New,1805 E 14TH ST,3/20/2015,New detached 2-car garage. (1) parking space per unit.,Active,486.7,24000,2,LOT 6A C R JOHNS SUBD RESUB OF LOT 7 & PT OF LOT 6 BLK 5,30.27548109,-97.72076457
2015-023492 BP,R- 329 Res Structures Other Than Bldg,New,1010 E 15TH ST,8/17/2015,New inground swimming pool w reqd enclosure device.,Active,628,20000,0,Lot: 8 Block: B Subdivision: N. S. RECTOR ET AL SUBDIVISION,30.27552825,-97.72876728
2015-053117 BP,C- 105 Five or More Family Bldgs,New,1010 W 10TH ST,5/7/2015,New Multi-Family Res Building over Parking Garage including 1 Admn/Bus Office space (1359sf),Active,32384,5837292,15,"Lot: 7A Block: 2 Subdivision: SILLIMAN SUBD OF OUTLOT 5, DIV Z, RESUB OF LOTS 7, 8 & N 53' OF LOT 9, BLK 2",30.275529,-97.752853
2015-144888 BP,R- 101 Single Family Houses,New,1225 ELEANOR ST,12/28/2015,"New 2-story single-family residence, attached garage, covered porch and patio.",Active,2018,105000,1,Lot: 46 Block: 3 Subdivision: LINCOLN GARDENS SEC 1,30.27557,-97.679556
2015-057604 BP,R- 103 Two Family Bldgs,New,1310 CHICON ST,7/15/2015,NEW 2 STORY DUPLEX WITH 1 ATTACHED CARPORT AND 1 ATTACHED GARAGE,Active,3532.9,200000,2,N 73.83' OF LOT 5 & N 73.83' OF E32.5'OF LOT 6 BLK 5 OLT 36 DIV B JOHNS C R SUBD,30.27558777,-97.72047771
2015-033892 BP,R- 101 Single Family Houses,New,2310 E 13TH ST,4/3/2015,**COC**new 3 bedroom 3 bathroom 2-story sf res,Final,2562,150000,1,Lot: 6 Block: Subdivision: GLENWOOD ADDN 1904,30.27571543,-97.71541289
2015-033892 BP,R- 101 Single Family Houses,New,2310 E 13TH ST,4/3/2015,**COC**new 3 bedroom 3 bathroom 2-story sf res,Final,2562,150000,1,Lot: 6 Block: Subdivision: GLENWOOD ADDN 1904,30.27571543,-97.71541289
2014-046414 BP,R- 101 Single Family Houses,New,1604 NAVASOTA ST,1/15/2015,"New 2-story single family residence with (3) bedrooms, (2.5) bathrooms, attached carport, and front porch permitted under Urban Home Special Use.",Active,2628,175000,1,LOT 7BB BLK B CHANDLER & CARLETON SUBD AMD PLAT OF RESUB LT 7 BLK B,30.27576832,-97.72862541
2015-094775 BP,R- 103 Two Family Bldgs,New,1710 E 14TH ST,8/6/2015,"New 2-story duplex. Each unit is to have (3) bedrooms, (3) bathrooms, covered front porch, and an attached wood deck with trellis above. Front unit has an attached carport. Rear unit has an attached garage served by the alley.",Active,4969,300000,2,LOT 4 BLK 11 OLT 36 DIV B JOHNS C R SUBD,30.2757693,-97.72155731
2015-013218 BP,R- 101 Single Family Houses,New,3500 PENNSYLVANIA AVE,2/10/2015,"New 2 story sf res (3bdrm, 2bth) with attached one car covered parking, covd front porch, covd side patio with covd balcony above.",Active,2260,56000,1,0.1061AC OF LOT 13 OLT 17 DIV B HUSTON SAM HEIGHTS,30.27588728,-97.69549463
2015-090294 BP,R- 101 Single Family Houses,New,2101 E 14TH ST,7/29/2015,new 3-story sf res,Active,1947,250000,1,Lot: Block: Subdivision: HABICHTS SUBDIVISION,30.27596146,-97.71816783
2015-070484 BP,R- 103 Two Family Bldgs,New,2924 E 12TH ST,6/12/2015,"New 2-story duplex with habitable attic. Each unit has (3) bedrooms, (3) bathrooms and an attached 1-car garage. Unit A has a front covered porch with uncovered deck above. Unit B has a rear covered patio with uncovered deck above.",Active,5194,300000,2,Lot: 1 Block: Subdivision:,30.27623604,-97.7062336
2015-080236 BP,R- 101 Single Family Houses,New,3007 E 12TH ST BLDG 2,8/18/2015,New 3-story Condominium Residence with attached garage.,Active,1373,115000,1,LOT 4 LESS SE TRI HUSTON SAM HEIGHT ANNEX,30.27630522,-97.70284757
2015-080393 BP,R- 101 Single Family Houses,New,3007 E 12TH ST BLDG 3,8/18/2015,New 3-story Condominium Residence with attached garage.,Active,1373,115000,1,LOT 4 LESS SE TRI HUSTON SAM HEIGHT ANNEX,30.27630522,-97.70284757
2015-073655 BP,R- 103 Two Family Bldgs,New,3007 E 12TH ST BLDG 6,9/2/2015,New 3-story Duplex Condominium Residence w/attached garage.,Active,2350,115000,2,LOT 4 LESS SE TRI HUSTON SAM HEIGHT ANNEX,30.27630522,-97.70284757
2015-073725 BP,R- 103 Two Family Bldgs,New,3007 E 12TH ST BLDG 8,9/2/2015,New 3-story Duplex Condominium Residence w/attached garage.,Active,2350,115000,2,LOT 4 LESS SE TRI HUSTON SAM HEIGHT ANNEX,30.27630522,-97.70284757
2015-077595 BP,R- 101 Single Family Houses,New,3007 E 12TH ST BLDG 5,9/2/2015,New 3-story Condominium Residence with attached garage. **CONDOMINIUM RESIDENCE**,Active,1373,115000,1,LOT 4 LESS SE TRI HUSTON SAM HEIGHT ANNEX,30.27630522,-97.70284757
2015-012827 BP,R- 330 Accessory Use to Primary,New,3303 BREEDLOVE CT,2/4/2015,"a new accessory building including a carport, workshop on first floor and flex space, storage and bathroom on the second floor. 8/7/15, Tree Planting mitigation moved to Pool BP.",Final,1187,72000,1,LOT 10 OLT 16 DIV B BREEDLOVE ADDN,30.276311,-97.697655
