permit,address,description,lat,lon
2012-022252 BP,7305 WALKINGSTICK LN,"Demolish a circa 1978, 1 story, 1,037 square foot single family residence.",30.170046,-97.747966
2012-022254 BP,7307 WALKINGSTICK LN,"Demolish a circa 1978, 1 story, 1,200 square foot single family residence.",30.169909,-97.74808
2012-022255 BP,7308 WALKINGSTICK LN,"Demolish a circa 1978, 1 story, 1,200 square foot single family residence.",30.170075,-97.748735
2012-022256 BP,7311 WALKINGSTICK LN,"Demolish a circa 1978, 1 story, 1,151 square foot single family residence.",30.169895,-97.748538
2012-022300 BP,907 E 6TH ST,Demolition permit to clear up an expired demolition permit from 1982.,30.2653401,-97.7332912
2012-022641 BP,2710 SCENIC DR,"Demolish a circa 1977, 2 story, 5,080 square foot single family residence.",30.308254,-97.77456
2012-022748 BP,7200 N MOPAC EXPY SB,"Total demolition of an ATM hut.2011, for ***original permit expired before any inspections took place. This permit is being pulled in order to have a final inspection performed*** (BP-2011-050104) and Demo a boat storage bldg",30.3546946,-97.7484422
2012-022825 BP,2100 CLIFTON ST BLDG B,"Demolish a circa 1935, 1 story, 360 square foot detached garage.",30.241348,-97.749218
2012-022990 BP,611 JOSEPHINE ST,"Demolish a circa 1949, 1 story, 1,450 square foot single family residence.",30.259127,-97.759974
2012-023102 BP,74 TRINITY ST,Total demolition of a the boat house facility building,30.2605185,-97.7417291
2012-023233 BP,4527 SPEEDWAY,"Re-permitting for expired permit number 2011-066959-BP (Demolish a circa 1935, 1 story, 700 square foot single family residence.) (See 2013-044886)",30.310146,-97.7270489
2012-023234 BP,4527 SPEEDWAY,"Re-permitting for expired permit number 2011-066960-BP (Demolish a circa 1935, 1 story, 200 square foot detached garage.) (See 2013-044887)",30.310146,-97.7270489
2012-023321 BP,3705 BRIDLE PATH,"Demolish a circa 1955, 1 story, 1,294 square foot single family residence.",30.29708,-97.781901
2012-023354 BP,306 FRANKLIN BLVD,"Demolish a circa 1946, 1 story, 1,288 square foot single family residence.",30.320217,-97.724338
2012-023355 BP,306 FRANKLIN BLVD,Demolish a 287 square foot detached garage.,30.320217,-97.724338
2012-023503 BP,7303 CALLBRAM LN,Demolition permit for the house that was demolished without a permit. (house was demolished before new owner bought the property),30.23627,-97.890203
2012-023539 BP,74 TRINITY ST,"Commercial Demolition permit-(total) at a City of Austin owned structure. DA-2007-0589 6/14/2011, for ***original permit expired before any inspections took place. This permit is being pulled in order to have a final inspection performed*** (BP-2011-050104) and Demo a boat storage bldg",30.2605185,-97.7417291
2012-024166 BP,7812 OLD BEE CAVES RD,Demolish detached residence. (primary residence to remain.),30.246332,-97.881597
2012-024545 BP,507 TILLERY ST,Demolish detached accessory structure. 600 square foot.,30.25573,-97.706419
2012-024546 BP,507 TILLERY ST,Demolish detached accessory structure. 911 square foot.,30.25573,-97.706419
2012-024626 BP,1813 W 38TH ST,"Demolish a circa 1947, 1 story, 275 square foot detached garage.",30.310913,-97.752859
2012-024658 BP,602 DEEP EDDY AVE,Demolish dilapidated detached garage / shed. 430 sqare foot.,30.279413,-97.77172
2012-024970 BP,804 W JOHANNA ST,"Demolish a circa 1930, 1 story, 1,350 square foot single family residence.",30.246901,-97.7601169
2012-024971 BP,804 W JOHANNA ST,Demolish a 200 square foot detached garage.,30.246901,-97.7601169
2012-025062 BP,3003 BEVERLY RD,"Demolish a circa 1947, 1 story, 380 square foot detached garage.",30.303696,-97.755799
2012-025082 BP,13815 PECAN DR UNIT 2,"Residential demolition (total) a boat dock at a single-family residence a structure of unknown date of construction (a structure that TCAD states that it has ""0"" living area)",30.348616,-97.925836
2012-025191 BP,2600 SAN PEDRO ST,Re-permitting expired demolition permit number 2007-155973-BP and demolish the remaining 11400 sqft concrete foundation. Building was demolished in 2008.,30.291106,-97.746441
2012-025483 BP,3810 HALF PENNY RD,Demolish attached rear addition and permit the demolition of the attached caport that was demolish without a permit (see 1983 carport addition permit).,30.291864,-97.712796
2012-027076 BP,31 MARGRANITA CRES,"Demolish a circa 1946, 1 story, 856 square foot single family residence.",30.299445,-97.758984
2012-027079 BP,2703 E 2ND ST,"Demolish a circa 1959, 1 story, 400 square foot dilapidated detached garage.",30.25404,-97.7136529
2012-027323 BP,1308 CANTERBURY ST,Demolish detached garage built in 1993.,30.25799,-97.731542
2012-027606 BP,2501 E ST ELMO RD,"Demolish 1 story, 2,119 square foot residence. (white house)",30.205454,-97.742786
2012-027607 BP,2501 E ST ELMO RD,"Demolish 1 story, 1,396 square foot residence. (gray house)",30.205454,-97.742786
2012-027608 BP,2501 E ST ELMO RD,"Demolish 1 story, 1,236 square foot metal barn.",30.205454,-97.742786
2012-027609 BP,2501 E ST ELMO RD,"Demolish 1 story, 2,930 square foot barn. (fire damaged)",30.205454,-97.742786
2012-027610 BP,2501 E ST ELMO RD,"Demolish 1 story, 682 square foot detached garage.",30.205454,-97.742786
2012-027611 BP,2501 E ST ELMO RD,"Demolish 1 story, 341 square foot workshop / pumphouse.",30.205454,-97.742786
2012-027661 BP,1810 CLIFFORD AVE,"Demolish a circa 1946, 1 story, 928 square foot single family residence.",30.281441,-97.707972
2012-027707 BP,3401 S LAMAR BLVD,"Total demolition, including foundation, of a 3833 sqft 2-story stucco and stone commercial structure.",30.2405598,-97.7860636
2012-027733 BP,3851 MANOR RD,Total demolition to include concrete foundation of a 3162sqft golf course club house.,30.2892377,-97.6982056
2012-028213 BP,409 ZENNIA ST,"Demolish a circa 1946, 1 story, 612 square foot detached garage (*ALREADY DEMOLISHED*)",30.317829,-97.727134
2012-029854 BP,2021 E 5TH ST,total demolition of a commercial structures: 467sqft 1 story wood building on cinder blocks.,30.2594588,-97.7201776
2012-029855 BP,2021 E 5TH ST,total demolition of a commercial structures: 421sqft 1 story wood building on cinder blocks;,30.2594588,-97.7201776
2012-029856 BP,2021 E 5TH ST,total demolition of a commercial structures: 3315sqft 1 story metal building on dirt and concrete;,30.2594588,-97.7201776
2012-029857 BP,2021 E 5TH ST,total demolition of a commercial structures: 269sqft 1 story metal trailer on cinder blocks;,30.2594588,-97.7201776
2012-029858 BP,2021 E 5TH ST,total demolition of a commercial structures: 1451sqft 1 story tin building on concrete foundation;,30.2594588,-97.7201776
2012-029859 BP,2021 E 5TH ST,Total demolition of a commercial structure: 396sqft 1 story wood building on cinder blocks;,30.2594588,-97.7201776
2012-029860 BP,2021 E 5TH ST,total demolition of a commercial structure: 1356sqft 1 story wood building on cinder blocks.,30.2594588,-97.7201776
2012-029861 BP,603 RED RIVER ST,Total demolition of a 822 sqft metal portable commercial structure and deck,30.2664979,-97.737159
2012-029931 BP,2901 OAKHURST AVE,"Re-permitting for expired permit number 2011-054898-BP (Demolish a circa 1955, 1 story, 1,486 square foot single family residence.) ***ALREADY DEMOLISHED***",30.299982,-97.750493
2012-029972 BP,3902 WADFORD ST,Demolish single family residence.,30.224692,-97.764641
2012-029973 BP,3902 WADFORD ST,Demolish detached accessory building.,30.224692,-97.764641
2012-030034 BP,1702 ALTA VISTA AVE,"Demolish a circa 1930, 1 story, 1,452 square foot single family residence.",30.243899,-97.743544
2012-030432 BP,6505 VIRGO LN,"Re-permitting for expired permit number 2011-068705-BP (Demolish a circa 1978, 1 story, 1,256 square foot single family residence. ***FIRE DAMAGED***)",30.297287,-97.645398
2012-030650 BP,5007 PLACID PL,"Demolish a circa 1954, 1 story, 1,121 square foot single family residence.",30.32766,-97.75193
2012-030676 BP,1509 MURRAY LN,"Demolish a circa 1970, 1 story, 3,351 square foot single family residence.",30.283531,-97.756395
2012-030880 BP,3009 WESTLAKE DR BLDG B,Demolish single family res. (res closest to lake).,30.313736,-97.779047
2012-031685 BP,2945 PANNELL ST,"Demolish detached rear unit. 1 story, 420 square foot.",30.284175,-97.705554
2012-031967 BP,925 E 53RD HALF ST,"Demolish 2 detached storage sheds and the carport that attaches the 2 sheds. Circa 1993, 1 story, 578 square foot.",30.31342,-97.7118069
2012-032002 BP,3120 TERRELLL LN,Demolish 501 square foot detached accessory structure.,30.204281,-97.68555
2012-032003 BP,3120 TERRELLL LN,Demolish 594 square foot detached accessory structure.,30.204281,-97.68555
2012-032069 BP,608 BLANCO ST,Re-permitting for expired permit number 2010-049763-BP (Demolish a detached converted garage.) ***ALREADY DEMOLISHED***,30.273422,-97.757035
2012-032587 BP,4738 S IH 35 SVRD SB,"Demolition (total) of building #2, 1767 sq ft. per site plan.",30.208238,-97.7573106
2012-032667 BP,4920 N IH 35 SVRD SB,Total demolition of a 1-story wood frames mechanical building.,30.2058908,-97.7586671
2012-032668 BP,12007 TECHNOLOGY BLVD,Total demolition of a commercial/bank drive through building and chase that connects to the drive through bay.,30.4309881,-97.7610277
2012-032697 BP,1120 SHELBY LN BLDG A,Total demolition of a 6935 sqft. brick vaneer/metal frame commercial structure,30.2110253,-97.7574867
2012-033026 BP,809 E 9TH ST UNIT 2,Demolish residence at rear of property.,30.268062,-97.732878
2012-033161 BP,1810 W 29TH ST,"Demolish a circa 1946, 1 story, 1,155 square foot single family residence (See 2012-088721 for relocate)",30.3031,-97.757183
2012-033162 BP,1810 W 29TH ST,"Demolish a circa 1946, 1 story, 240 square foot detached garage.",30.3031,-97.757183
2012-033205 BP,6002 HIGHLANDALE DR,Demolish / fill in existing in-ground swimming pool.,30.345258,-97.76276
2012-033238 BP,1714 KAREN AVE,"Demolish a circa 1955, 1 story, 1,300 square foot single family residence.",30.338833,-97.733206
2012-033582 BP,1108 W 9TH ST,Re-permitting for expired permit number 2011-032093-BP (Demolish a detached garage / carport.) ***already demolished***,30.274829,-97.754432
2012-033852 BP,5607 S CONGRESS AVE,"Total demolition (including foundation) of 3 commercial structures; a tire repair shop, detached tire storage building, and a restaurant building.",30.2040119,-97.7748105
2012-033853 BP,5607 S CONGRESS AVE,"Total demolition (including foundation) of 3 commercial structures; a tire repair shop, detached tire storage building, and a restaurant building.",30.2040119,-97.7748105
2012-033854 BP,5607 S CONGRESS AVE,"Total demolition (including foundation) of 3 commercial structures; a tire repair shop, detached tire storage building, and a restaurant building.",30.2040119,-97.7748105
2012-035181 BP,503 E 41ST ST,"Demolish a circa 1938, 1 story, 504 square foot detached garage.",30.301826,-97.7273529
2012-035754 BP,3102 MAYWOOD AVE,Demolish / fill-in existing inground swimming pool. (ALREADY FILLED IN).,30.308782,-97.766999
2012-035811 BP,2405 DORMARION LN,"Re-permitting for expired permit number 2010-051414-BP (Demolish a circa 1945, 1 story, 400 square foot detached garage.) ALREADY DEMOLISHED",30.2935,-97.76243
2012-035836 BP,4408 NORWOOD LN BLDG 2,Re-permitting for expired permit number 2009-136515-BP. Demolish a single story detached garage of 528 square foot.,30.188489,-97.688134
2012-035957 BP,1105 LAMBIE ST,"Demolish a circa 1939 single family residence; ONLY WENT TO HLC, NO ATTACHMENTS IN AMANDA (ALSO NO RECORDS ON CCW);",30.255244,-97.735448
2012-036000 BP,615 W NORTH LOOP BLVD,Re-permitting for expired permit number 2011-005467-BP. (Demolish garage that attaches unit A & B.),30.320334,-97.728399
2012-036210 BP,5309 JEFF DAVIS AVE,Demolition of 1974 warehouse building,30.3264625,-97.7388613
2012-037825 BP,5206 AVENUE H,Demolish garage.,30.316349,-97.720042
2012-037966 BP,2305 W 12TH ST,"Demolish a circa 1952, 1 story, 1,132 square foot single family residence.",30.285255,-97.769763
2012-038161 BP,1814 PASADENA DR,"Demolish a circa 1952, 1 story, 1,100 square foot single family residence.",30.347531,-97.729529
2012-038309 BP,1108 FLORES ST,Demolish dilapidated detached accessory building.,30.253848,-97.735722
2012-038383 BP,3501 PICKLE DR,"Demolish a residence moved onto the property in 1953. 1 story, 1,017 square foot. ***SMART HOUSING***",30.266927,-97.6985909
2012-038384 BP,3501 PICKLE DR,Demolish a 225 square foot detached carport. ***SMART HOUSING***,30.266927,-97.6985909
2012-038389 BP,3304 HYCLIMB CIR,"Demolish a circa 1964, 2 story, 2,070 square foot single family residence. ***SMART HOUSING***",30.306411,-97.671968
2012-038478 BP,5215 TORTUGA TRL,"Demolish a circa 1967, 1 story, 1,397 square foot residence.",30.336044,-97.782132
2012-038535 BP,1709 ALGUNO RD,"Demolish a circa 1946, 1 story, 1,032 square foot single family residence.",30.334084,-97.734956
2012-038561 BP,2202 ALEXANDER AVE,"Re-permitting for expired permit number 2010-109231-BP (Demolish a circa 1946, 1 story, 939 square foot single family residence.) ***ALREADY DEMOLISHED***",30.284621,-97.710281
2012-038573 BP,2106 E 2ND ST,"Demolish a circa 1961, 1 story, 500 square foot detached garage.",30.257045,-97.720608
2012-038576 BP,708 W MILTON ST,"Demolish a circa 1949, 1 story, 745 square foot single family residence.",30.249185,-97.75748
2012-039132 BP,507 W NORTH LOOP BLVD,Re-permitting for expired permit number 1997-002572-BP (Demolish res.) ***ALREADY DEMOLISHED***,30.31956,-97.726755
2012-039351 BP,3421 E CESAR CHAVEZ ST,"Demolish a circa 1948, 1 story, 740 square foot single family residence.",30.251446,-97.705435
2012-039377 BP,3337 WESTLAKE DR,Re-permitting for expired permit number 2007-156687-BP (demolish a storage building / carport). ***ALREADY DEMOLISHED***,30.320362,-97.778499
2012-039504 BP,3003 BOWMAN AVE,Demolish a detached carport to make room for future addition. (demolition permit application was approved in 2008 but the structure has not been demolished).,30.299169,-97.770853
2012-039807 BP,2500 HARROWDEN DR,Demolish / fill in existing inground swimming pool.,30.425509,-97.697995
2012-040273 BP,2208 BOWMAN AVE,"Re-permitting for expired permit 2011-097640-BP (Demolish a circa 1940, 1 story, 1,288 square foot single family residence. (Detached garage to remain for future new construction.) ***ALREADY DEMOLISHED***",30.29604,-97.762871
2012-040276 BP,3304 MEREDITH ST,Re-permitting for expired permit number 2006-009355-BP (Demo Sf Residence Only).,30.297704,-97.77545
2012-040281 BP,3002 BONNIE RD,Re-permitting for expired permit number 2008-013934-BP (Demolish a ca 1938 single family residence),30.293114,-97.774389
2012-040282 BP,3002 BONNIE RD,Demolish detached garage with attached screen patio.,30.293114,-97.774389
2012-040521 BP,4804 SHOALWOOD AVE,"Demolish a circa 1954, 1 story, 2,587 square foot single family residence.",30.321004,-97.742944
2012-040890 BP,7201 WOOD HOLLOW DR,Total demolition of a pedestrian foot bridge (See 2013-002159),30.3559583,-97.7501958
2012-041110 BP,11007 FM 2222 RD,Total demolition (including slab) of a 2189sf commercial structur,30.1610199,-97.8327571
2012-041481 BP,2003 PENNSYLVANIA AVE,Demolish detached garage.,30.271665,-97.718093
2012-041486 BP,5004 WEST PARK DR,"Demolish a circa 1951, 1 story, 829 square foot single family residence.",30.328084,-97.753387
2012-041490 BP,4307 JINX AVE,"Demolish a circa 1952, 1 story, 1,016 square foot single family residence.",30.225209,-97.777607
2012-041653 BP,5403 SHOALWOOD AVE,"Demolish a circa 1945, 1 story, 1,016 square foot single family residence.",30.328398,-97.742329
2012-041654 BP,5403 SHOALWOOD AVE,Demolish a 240 square foot detached accessory structure (garage / carport).,30.328398,-97.742329
2012-041685 BP,2600 CANTERBURY ST,"Demolish a circa 1937, 1 story, 672 square foot single family residence; ONLY WENT TO HLC, NO ATTACHMENTS IN AMANDA (ALSO NO RECORDS ON CCW);",30.252243,-97.716023
